Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
42330,-0.897612392,-0.639782875,1.718046042,-1.64055556,0.04252636,-0.738403909,-0.33116564,0.123864498,-1.415013208,0.190985618,0.63813963,0.283347753,0.43079378,-0.028923282,-0.264125751,-0.632465068,-0.757324385,1.793701653,-0.988949684,-0.223306551,-0.172235665,-0.349271805,0.096179639,0.023122489,-0.419010784,0.808462558,0.016010187,0.124318058,35.9,0
154024,-0.348468109,1.071707668,-1.986569717,-1.599706237,2.915072469,3.16960515,0.186222265,1.140047146,0.009331191,-0.504684543,0.102230271,-0.078551022,-0.397615052,-0.714486403,0.16144446,0.232884607,0.40860376,-0.381299381,-0.430174021,0.134521351,-0.374741762,-0.913435934,0.13454612,0.588328457,-0.37564091,0.14272066,0.062757918,-0.155083248,1.98,0
81853,1.30179753,-1.170032243,-0.244465729,-1.515674575,-0.87000233,-0.295976111,-0.535384561,-0.100750308,-2.441687417,1.536297625,1.249755153,-0.142037101,0.392930428,0.175151618,-0.118222085,-0.646322427,0.562520741,-0.394186552,0.057341937,-0.157470295,-0.390949842,-0.998559381,0.046559888,-0.351427029,0.247605867,-0.427378434,-0.002259367,0.015141432,108.22,0
56703,1.197048274,-0.516516872,0.445304982,-0.260483755,-0.645503946,0.126350852,-0.509841837,0.080491812,-1.262008047,0.817987332,1.254330444,0.97009522,0.980227335,0.184030206,0.454508822,-1.150450073,-0.300066524,0.906310411,-0.838663477,-0.371207559,-0.57287279,-1.296547303,0.188383281,-0.340980841,-0.040320349,0.058674681,0.006745386,0.020307553,56.19,0
128733,-0.895189392,1.491243858,-0.54894956,-0.542847345,-0.27344306,-1.25894995,0.294428904,0.654136747,-0.190774633,-0.553083641,-1.189051382,0.477199942,0.144252865,0.674635658,-0.464577731,0.130571936,-0.07803391,-0.691378128,-0.128639607,-0.12053153,-0.203556089,-0.618293348,0.183749271,0.035341389,-0.392345449,0.146446895,0.106535174,0.02314224,9.99,0
154352,-0.875346865,0.645340252,-1.267786798,-2.343857754,3.491338669,3.080201487,0.72526228,0.78223437,-0.241907611,-1.27389242,-0.018316982,-0.218000854,-0.56265454,-0.824527238,-0.499613837,0.594692535,-0.074062236,-0.476167737,-1.387696268,-0.319979979,-0.269983007,-0.877872339,0.158791289,0.588344737,-0.287529949,-0.034339879,-0.133972544,0.130334679,13.99,0
44022,0.6477044,-2.503905259,-0.060740897,-1.312332747,-1.619729418,0.400628126,-0.759467728,0.082958915,-1.897992984,1.364073324,0.763015268,-0.655567623,-0.089176675,0.040321018,0.486711001,0.004442563,0.256679362,0.35976613,-0.179584321,0.492383394,-0.086808247,-0.890617758,-0.252644475,-0.724637466,-0.059199652,-0.397580911,-0.029602365,0.081254482,435.7,0
52222,-0.820158952,1.533816291,0.348268002,0.959055982,-0.80373382,-0.505717647,0.229738804,0.679652914,-1.253652697,-0.389423442,1.289733372,1.546780398,1.1304301,0.893261231,0.122459578,0.071823341,-0.126968708,0.452459395,0.539769827,-0.189845269,0.304264779,0.649766551,0.037322824,0.576146694,-0.134947963,-0.370888271,-0.273767722,-0.104778521,70.65,0
42510,1.270318188,-0.873262788,1.03750282,-0.378283367,-1.535752037,-0.255721184,-1.097558637,0.120012872,-0.015830162,0.44400375,-0.293174631,-0.561453806,-0.623047023,-0.546323041,0.095504096,0.489286096,0.968786835,-1.707620368,0.17594494,0.001088423,0.320428115,1.036132561,-0.08369459,0.446796865,0.452014238,0.007112484,0.051232295,0.020013514,24.09,0
142570,1.995947394,0.131800267,-1.749395034,1.190378254,0.658598843,-0.596223995,0.536748402,-0.242392422,-0.012933024,0.426883153,0.348616392,0.81596289,-0.399881964,0.73315368,-1.17524841,-0.419650862,-0.515077851,-0.018018064,0.214117771,-0.266947081,0.079581745,0.398302704,-0.070233633,-0.463440177,0.473631478,-0.482762495,-0.021547105,-0.074904873,17.82,0
78271,0.323701941,-2.452207636,-0.884308758,-0.010207331,0.575348266,4.367674798,-0.837351874,0.954459113,-0.235813522,0.36625345,-0.937473862,0.139321898,0.251633919,-0.356892002,-0.318067142,-1.31372511,-0.255752303,1.585240348,-0.53011266,0.612043046,-0.283215777,-1.390109275,-0.389623761,0.981680033,0.298997144,-0.494221095,0.004236497,0.123386794,521.99,0
36081,1.306817095,-0.54189837,0.166025673,-0.632248303,-0.698126565,-0.418271478,-0.424042078,-0.036890674,-1.062217475,0.697322046,1.640254753,0.444013709,0.038401033,0.005155536,-0.714247592,0.361305823,0.714338358,-1.703994014,0.664380155,0.047930123,0.250819484,0.764576641,-0.132647862,0.281171928,0.660827022,-0.06686187,0.003070727,-0.005664944,20,0
149829,-0.70781156,1.496885319,-1.225252069,-0.580504071,0.703234578,-0.201345568,0.437035646,0.502897574,0.025584462,-0.172370369,0.231285762,-0.245629018,-1.43969847,-0.26028292,-0.550479984,0.488941191,0.396192507,0.639950953,0.668366971,-0.027811568,-0.180086141,-0.568096054,0.258502538,-0.003891518,-1.305472293,0.058637242,0.167858161,0.325919923,10.74,0
66406,1.283480812,1.353022644,-1.776374415,1.521758237,1.158814076,-1.525205067,0.826378185,-0.40562047,-0.547825584,-1.575757203,0.527918044,-0.170487347,0.84161376,-3.585976062,1.009456402,1.139082856,2.475312932,1.386221573,-0.656027511,0.036770935,-0.232948297,-0.523908758,-0.280757006,-0.415167292,0.954291116,-0.266291521,0.045146844,0.093826479,1,0
145557,-3.021869747,-0.833332492,-1.394800855,-0.336336181,0.431524108,-1.29571002,0.123993235,0.494168311,-0.345861753,-0.181469286,0.292179809,0.872068238,0.314264866,1.014246191,-0.379769492,0.775961763,-0.703100207,0.478771293,-0.053388535,-0.65265439,0.196372292,0.88479666,-1.237717091,-0.121138872,-0.702631365,0.66777863,0.821542533,-0.624247179,216.59,0
155288,0.189727867,-3.389540139,-1.93483047,0.593070766,-0.310143575,2.111224241,0.396798176,0.383007572,0.827281898,-0.432787456,0.719322833,1.00699121,-0.282058407,0.380588898,0.147765322,-0.24114562,0.112277637,-1.204097022,-0.527651818,1.525508959,0.178944942,-1.305701928,-0.267148101,-0.932573051,-1.100856295,0.133896364,-0.172111115,0.084995705,888.61,0
149148,-1.502888732,-0.887739932,0.585543712,-0.752828325,2.474226149,-1.770962154,0.032402633,-0.01154372,-0.0531381,-0.76497832,-1.822916485,-0.437192803,-0.605570663,0.315793508,-0.499940589,0.281542851,-0.769633501,-0.39436833,-0.188429787,0.216058129,-0.137966334,-0.911843427,0.123626426,-0.744836161,-0.082501256,0.138790052,-0.020347312,0.152771497,1.98,0
126959,1.795396159,-0.679893445,-2.017148661,0.37352985,0.156961627,-0.647662178,0.356175852,-0.085573054,0.505214978,0.297301443,0.356617706,-0.564137131,-3.155313281,1.247762218,-0.75270943,-0.305375607,-0.087949051,-0.016258237,0.395113742,-0.12922287,0.098182126,-0.004840239,-0.002430193,0.698182288,0.061197548,0.552722088,-0.15015669,-0.065977031,136,0
68202,-1.127899702,0.749964399,1.599892675,-0.556755953,1.520932427,-1.557634129,1.484840004,-0.506063037,-0.84407402,-0.809160421,-0.395996221,0.50552996,0.938953829,-0.073016584,-0.570514098,0.166656881,-1.06708296,-0.557371347,-1.753514295,0.005960723,0.05107043,0.129122269,-0.454151925,0.414807626,1.027686367,-0.571980454,-0.195311825,-0.167534795,0.89,0
155516,1.911464806,0.450069801,-0.574954592,3.920565971,0.291036723,-0.052380389,0.136529322,-0.100839938,-0.615584445,1.380776458,-1.636711187,-0.192535229,-0.151347466,-0.003643145,-1.513406365,0.491836859,-0.556340919,-0.472008786,-1.290600978,-0.300017038,0.068425386,0.370268775,0.060277822,-0.115442315,0.148695504,0.104013173,-0.027900347,-0.051377352,11.37,0
119036,1.954820282,-0.185916923,-1.845978305,0.310642046,0.421885055,-0.809946525,0.481854585,-0.324320868,0.277831104,0.109261801,0.617641847,1.146383024,0.213770712,0.614877733,-0.737581006,-0.524248158,-0.511839868,0.185419235,0.335914194,-0.118964271,0.353623588,1.160763322,-0.230754061,-0.312424381,0.561260788,0.05168579,-0.044998619,-0.074648031,56.89,0
76628,-0.466142067,0.729215305,2.557005877,1.597629511,-0.628207603,0.207327684,0.291004529,-0.081705428,0.243615839,0.06508358,-0.915297947,-0.778670436,-1.218347202,-0.26767416,1.022809419,-0.877212252,0.436643949,0.493502015,1.634720818,0.139825218,0.100362011,0.628185576,-0.403654048,0.413202163,0.273642663,0.032053194,-0.149748489,-0.138259033,30.39,0
61972,-0.303047772,1.296828471,0.721236873,0.997836575,-0.18184941,-0.78563764,0.527266599,0.164393881,-0.944826616,-0.428849098,-0.372304501,0.914325395,1.683155264,0.311508881,0.807028048,-0.219357993,-0.132076288,-0.068081457,0.327218465,0.001587532,0.202527354,0.549480526,-0.03281505,0.437121204,-0.073163885,-0.333821188,-0.039586443,-0.013499838,27.22,0
129588,1.940458746,-0.856195244,-1.350665853,-0.769439746,1.428500337,4.02157252,-1.521768775,1.136225337,1.220112395,-0.007624523,-0.101834868,0.38929667,0.089458678,-0.13657443,1.181270967,0.588168997,-0.722829364,-0.102557957,-0.439729494,-0.07494478,0.038396546,0.128855928,0.349833741,0.730630786,-0.563443765,0.50099518,0.005507552,-0.042417795,19.5,0
85120,1.231726574,0.31078254,0.080446394,1.140199555,-0.242848854,-1.100908894,0.32453378,-0.230296275,0.028405302,0.048424898,-0.563229998,-0.367683922,-1.114479508,0.692141702,0.896058917,-0.030175422,-0.295085237,-0.171427671,-0.279415529,-0.194687655,-0.03450019,-0.134093701,-0.091913547,0.352602905,0.686941215,-0.355456981,-0.005839912,0.016490242,16.3,0
32345,-3.217543082,2.453868982,0.450088038,3.513237151,0.825451689,-0.168210651,1.091478136,-0.582235724,-0.186056157,5.233059697,1.394961937,-0.334004206,-0.434946466,-0.467179828,0.198246519,-0.131641615,-0.610046647,0.097706233,0.513840553,0.562991429,-0.41371668,0.286533737,-0.058481313,0.314777719,0.116800261,0.176101178,0.389827386,0.431724168,21.99,0
154199,2.256732177,-0.588982045,-1.573964528,-1.065945507,-0.083182818,-0.809650381,-0.263420904,-0.405068036,-0.750912135,0.828944406,-0.661934625,0.033984979,1.774912558,-0.302225301,0.227889123,0.927619541,-0.073234849,-1.350951555,0.540861408,0.104436413,0.424606812,1.282571742,-0.034517569,0.574734447,0.314461635,0.046390804,-0.034778785,-0.058251678,15,0
123701,-2.109310025,2.116421101,0.589708998,-1.846148608,1.07713631,0.305641783,1.419605481,-1.051196757,3.064977841,3.195637946,1.581392383,0.07441009,0.033664149,-3.400887921,0.164625241,0.144287061,-0.79399539,0.606395087,-0.167864163,1.559939844,-0.781345763,-0.585637195,-0.220381092,0.051720413,0.049789227,-0.516884464,-0.870189281,-1.263366586,0.77,0
61112,-0.817836913,0.859583979,1.715419787,-0.536329509,0.456756523,-0.931950155,1.001674271,-0.398503219,-0.042205511,0.119933635,1.575634966,-0.054892696,-1.188840618,-0.510789018,-0.066874336,0.614899625,-0.591916719,0.284902535,-0.517093152,0.051327971,-0.259052407,-0.527169036,-0.099863394,0.454038541,-0.464156722,-0.17906518,-0.287557752,-0.240537106,3.59,0
122270,1.865102171,0.394507892,-0.64293606,3.722321415,0.556803311,0.676408485,-0.043561662,0.161355132,-0.892785405,1.536714453,0.240587576,0.502725703,-0.303599735,0.203993453,-2.129388993,0.608733192,-0.709087944,-0.080043186,-1.124787845,-0.281327902,0.128658145,0.478911377,0.11586679,0.696584469,0.098787261,0.047298813,-0.03293183,-0.054088407,7.56,0
130252,2.255415266,-1.492639249,-2.897137702,-2.687466452,1.526366061,3.032160578,-1.125134329,0.622149264,-1.910736536,1.669267138,0.025443513,-0.805232785,0.302401051,0.208644108,0.504050722,-0.722782727,0.37396527,-0.549217118,-0.231157616,-0.289857797,-0.290489941,-0.621101139,0.302454351,0.65927062,-0.152725457,-0.296288379,-0.009959691,-0.057181016,52,0
66883,1.217724275,-0.627781182,1.194283318,0.605758479,-1.290520665,0.380356513,-1.09442609,0.269765577,-0.397719452,0.839999178,0.295282277,0.514006735,-0.125895722,-0.25158256,-0.641571925,-1.070177267,-0.353112664,1.931304838,-0.612779712,-0.524200569,-0.393476783,-0.544247242,0.021442844,-0.060520983,0.293121982,-0.387737532,0.087867776,0.030624215,21.1,0
114003,-1.278865256,0.566725431,0.543100785,-1.233634294,1.961077383,-0.452520723,0.877219493,-0.042497634,-0.171001968,-0.731454565,0.340595004,-0.657633633,-1.698068487,-0.778338615,-0.795488539,0.801151598,-0.18439638,0.57425726,-0.004792414,-0.040671358,-0.47768539,-1.246968282,-0.499126387,-0.033510936,0.60118272,0.210584058,-0.037740948,-0.149132535,7.99,0
124267,-1.083994994,1.083092868,2.085600937,2.019707717,1.561198523,0.060076242,1.541419564,-0.361699244,-1.107516721,0.60660122,-1.839291535,-1.281398588,-1.385717216,-0.442458167,-2.236555751,0.706956535,-1.106367166,-0.48320629,-2.499015914,-0.215294905,-0.023824319,0.14282581,-0.629332404,-0.210890997,1.00572713,-0.014895459,-0.523347139,-0.362877665,11.76,0
53518,1.137589207,-0.61079377,1.011307552,0.726259158,-1.447219984,-0.558740024,-0.617176254,-0.09310321,-0.518615083,0.65476059,-0.582643057,0.287402358,0.531269218,-0.288475806,0.26264743,-1.550456827,0.041005682,1.292101963,-1.261521282,-0.391846514,-0.175431491,-0.008172727,-0.077196246,0.715494625,0.466138469,-0.251454515,0.067139858,0.050462405,79,0
129983,2.180772939,-1.841467475,0.067614308,-1.57361504,-1.954220643,0.236662884,-2.078447509,0.164407984,-0.406160591,1.473526829,-1.400483581,-0.938236869,0.696232469,-1.032865309,0.575977496,0.288238444,0.016384897,0.819837379,-0.472542599,-0.304043844,0.06194384,0.622201143,0.241991305,0.463394894,-0.489046144,-0.11187862,0.068625351,-0.015705668,50,0
163300,2.055216482,-0.828343116,-2.857252175,-0.644722956,0.492604348,-0.782742203,0.482505619,-0.389004118,-1.21607173,1.192336348,-0.015501002,-0.405873037,-1.188035162,1.112945979,-0.856360041,-1.840371819,-0.20001597,1.475821481,-0.190301792,-0.448565293,-0.043500763,0.149512699,-0.211610646,0.238207562,0.482471619,0.991918149,-0.159419908,-0.084731755,114.98,0
70704,-0.84029815,1.156162567,0.093707656,1.102563088,-1.255247478,-0.103896153,1.714668444,0.034868331,-0.551836245,-0.368536624,-0.828506994,0.288159834,0.312225801,0.380933451,0.044284011,-0.592542769,0.211946961,-0.144673369,0.619915296,0.033609775,0.124033545,0.559284846,0.139675623,0.416876926,-0.301300866,-0.332193658,0.310780502,0.125637529,283.91,0
162190,2.064106824,-0.006300648,-2.839532307,0.094634762,1.184886335,-0.906391091,0.973284551,-0.453408046,-0.071572644,0.226887697,0.030662059,0.438634524,-0.51781908,1.126039875,-0.663427536,-0.596173011,-0.623084848,0.251130998,0.665916155,-0.171028905,0.309982799,0.975690705,-0.382643187,-0.971962597,0.883221697,0.164851177,-0.089830434,-0.098624957,50.2,0
37314,1.438450055,-1.108186421,0.765152067,-1.183353827,-2.056694744,-1.345163624,-1.044207838,-0.147907443,-1.590913263,1.462229799,-0.242669655,-1.629023452,-1.438036516,0.09333244,0.825664621,-0.336101213,0.772680945,-0.183291288,-0.348117725,-0.429630677,-0.430672601,-1.031935694,0.286432653,0.798954713,-0.021241289,-0.508494428,0.021043148,0.032514582,30,0
54078,-0.855491121,0.338840441,0.8177975,0.539719506,1.972170066,4.6618626,-0.569317732,1.131989061,0.599920584,-0.202992662,-1.113624361,0.276910128,-0.387802157,-0.783835503,-1.303628135,-1.002888498,0.377675217,-0.194091149,2.062735366,0.040049339,-0.430819044,-1.042810983,-0.10523831,0.99932602,0.510255105,-0.373364987,-0.345101821,0.069986738,16.44,0
122536,1.967573546,-0.477625934,-0.431299226,-0.045463783,-0.524692838,-0.02977873,-0.72871159,0.220480046,1.196918306,-0.024029989,0.817634986,0.693869852,-0.919438149,0.318670336,0.172075704,0.41337639,-0.655246199,0.274133335,0.259546373,-0.249754161,-0.154798858,-0.396728567,0.438702598,0.651200086,-0.561314068,-0.330384221,-0.00118336,-0.042477063,0.77,0
34505,1.204108432,0.165671175,0.608378788,0.558064339,-0.573148509,-0.799230888,-0.077046806,-0.038472279,-0.140805564,0.120244344,1.566772313,0.817132435,-0.385095043,0.563313496,0.379934704,0.466692479,-0.566364898,-0.042698849,0.097744969,-0.127575161,-0.199454381,-0.641354062,0.156958763,0.51444432,0.14075853,0.066493048,-0.036244213,0.009529139,0.99,0
127583,-4.077304018,-1.123743802,-0.909737846,-0.558431024,2.364213585,0.935329676,0.540064724,0.184408185,1.390282974,2.108013315,1.849471882,0.430173977,-0.789007564,-0.234245128,0.849271502,-1.054821287,0.12015049,-1.551830628,-1.491757566,-1.302163407,-0.419648705,1.999205941,1.327677335,-0.496525115,0.032561504,0.675537241,1.45096544,0.514755757,33.45,0
54411,1.149318889,0.301381279,0.394600936,0.571272354,-0.164918454,-0.375752131,-0.035678112,0.026830394,-0.354803458,-0.181202682,2.158712771,1.460719353,0.810057628,-0.193555865,0.551667604,0.289868599,0.054882174,-0.406947811,-0.349808354,-0.0541087,-0.184375311,-0.50839108,0.159563846,0.203984394,0.109196965,0.091247571,-0.00611192,0.021490416,5.49,0
20329,1.098417799,-0.443084606,1.000869191,-0.724004625,-0.746183108,0.484721867,-0.933337876,0.328263447,2.888726944,-1.365452693,2.602073887,-1.083075656,1.135825137,1.609875204,0.379274421,-0.848750906,0.919340503,0.094374636,-0.082934071,-0.221714517,-0.052382203,0.338629455,0.018490516,-0.33270217,0.283946456,-0.683349954,0.092014081,0.013075101,11.85,0
132368,1.738348428,-0.830539805,-1.035977657,-0.058083137,0.480441545,1.822751327,-0.666922963,0.591068556,0.921700454,-0.059426429,0.70783805,0.973973919,-0.424974745,0.199107589,0.04692322,-0.346873601,0.088512229,-1.368336704,-0.271625409,-0.106937961,-0.30677528,-0.882621737,0.439390554,-0.973705646,-0.806524761,0.219389904,-0.02064935,-0.054578813,87,0
149167,-0.001256347,0.938109123,-0.412720962,-0.767413658,1.44983859,-0.340376593,0.987783992,-0.058522081,-0.599728579,-0.892555446,0.731217109,0.885085469,0.84416894,-0.90810104,-1.119286909,0.517199402,-0.071551776,0.34791676,0.287362691,-0.023274272,-0.158559705,-0.411085689,0.101227459,0.211198879,-1.121398963,-0.008004696,0.188210255,0.257197658,1.98,0
156153,0.145152965,1.137213411,-1.070413272,0.020830711,0.261001045,-1.403149107,0.753037622,0.052487626,-0.281509851,-1.214227106,-0.497865011,0.276811762,0.723944203,-0.75975548,0.582406803,0.211746424,0.628947742,0.68170092,-0.283083662,-0.124485221,0.350190906,0.988577054,-0.022953636,-0.017035426,-0.233332489,-0.155830558,-0.074200562,-0.040444831,42.81,0
107515,-6.053203134,-7.79460229,2.108144476,0.596168188,7.044201362,-5.078603428,-5.157106893,0.67184534,2.157802189,-0.844618398,1.695499922,-1.039970352,2.520859321,1.800621196,0.564009521,-0.419290865,0.424470578,1.542023677,1.642289799,2.319062667,0.768833821,0.156870016,1.137974563,-0.338869871,0.786938126,0.577405361,-0.276698829,0.206991617,61.47,0
2619,1.195015879,0.203954009,0.62003894,0.648621731,-0.462716688,-0.712697719,-0.01733092,-0.081290917,0.036351722,-0.106709322,0.277991113,0.501278892,0.123310342,0.309939629,1.272406198,-0.079611064,-0.01935007,-1.083874355,-0.599475984,-0.143977407,-0.2099626,-0.57899227,0.208192176,0.391802269,0.097341211,0.10447926,-0.012799934,0.018586361,1.29,0
81799,-0.919898238,-0.356502252,1.127821442,-2.49473232,-1.003858649,-0.538542867,-0.443255825,0.389396948,-2.909765626,0.626096769,0.55437796,-0.272603609,0.824710313,-0.031877423,-0.8295975,0.115614633,0.041386211,0.82740689,-0.458586682,-0.225992463,0.146572269,0.450833933,-0.157821897,0.008230991,0.292291727,-0.18267611,-0.052558752,-0.012188234,64.6,0
154916,0.371828481,-0.407062672,-0.708617859,-2.618718173,0.036344702,-0.800981765,0.675251239,-0.340708416,-2.761436806,1.108813864,0.174833602,-0.643714008,0.082908082,0.113729117,-1.841751298,-1.014115396,0.349135939,0.225429894,0.214996912,-0.318185432,0.089735569,0.655208321,-0.194292802,-0.447962207,0.164875225,0.045478237,0.009921129,0.005704245,60,0
36967,-0.524725066,0.902407576,1.551783613,-0.187381607,0.183742929,-0.117170961,0.510486,0.225591066,-0.644781662,-0.185145014,1.503993405,0.679628731,-0.156549905,0.385512998,0.410284302,0.106982691,-0.361141173,-0.292670794,-0.054288432,0.085906876,-0.145377625,-0.377131867,0.009476856,-0.004178857,-0.296943071,0.083780265,0.275180395,0.108031063,6.23,0
77861,1.274452034,0.34797173,-0.055241881,0.437378516,0.301378309,-0.102299894,0.047863384,-0.05969457,-0.042776683,-0.350254028,-0.450569348,0.49677734,1.206393211,-0.479556338,1.313565515,0.390884317,-0.081017631,-0.578952314,-0.245738952,-0.032243883,-0.305872533,-0.799893018,0.045507303,-0.783815014,0.284521365,0.173420767,-0.001961572,0.020588161,0.99,0
31714,1.148056536,-0.080360173,-0.556299544,-0.027721421,1.178591706,2.234398974,-0.512317564,0.756173394,0.14692477,-0.249352143,0.737075304,-0.232551225,-1.435376108,0.284834152,1.807259819,-0.002431771,0.422584036,-0.96273838,-0.795948247,-0.267021207,-0.250983457,-0.68748575,0.052818222,-2.836626919,0.041082762,0.318843643,0.030561161,-0.015603357,1.29,0
136035,1.861644988,-0.348840499,-0.500942592,0.40916309,-0.43981198,0.11910793,-0.851802411,0.225948653,0.899895215,-0.361102369,1.351176782,1.153540402,0.715558668,-1.41074625,0.196661527,1.151606475,0.027951882,0.883492087,-0.300101347,-0.01143914,0.026453791,0.13279452,0.306990882,0.63812749,-0.597930223,0.288057386,0.001055865,-0.007148224,39.28,0
42472,1.159604758,0.403625951,0.523388963,2.493115681,0.348970975,0.832643048,-0.052335412,0.103183891,-0.344918643,0.433379417,-1.316744291,0.690989799,1.343635198,-0.473093326,-0.729958647,-0.014869252,-0.249948966,-0.85951025,-0.670340749,-0.081163486,-0.087523326,0.028621436,-0.176312647,-0.71624384,0.706560097,0.154335921,0.031385643,0.012513511,11.71,0
97635,0.244436591,1.259660771,-0.640591183,-0.119397439,1.199698083,-1.254926196,1.44174097,-1.69156918,0.774882134,-0.398679438,0.428470975,-2.11442707,2.456108174,1.895147968,-0.354866763,-1.31260404,0.699891824,-0.190640483,0.727950795,-0.178778549,0.908531314,0.823351954,-0.05754259,0.01217566,-0.876021928,0.131415665,0.094490591,0.033822188,11,0
75776,-1.078184275,0.201606393,0.83962229,-0.494824346,0.507284346,-0.817663795,1.723823062,-0.278387848,-0.880732826,-0.928629875,-0.838703121,0.102402853,0.646276017,0.22366655,0.110598017,0.341069749,-0.73669572,-0.594990371,-0.275920085,0.465133813,-0.180392765,-1.061831196,0.403184036,-0.173165605,0.099289213,0.008745667,-0.075240868,0.112548889,204.9,0
155170,-0.289312576,1.304196947,-0.420008755,1.128852885,0.506308846,-0.316533427,0.283804243,0.25521037,-0.799186177,-0.457493304,-0.55188738,-0.069102102,0.473610917,-0.492431465,1.400273208,-0.767262322,1.652368002,0.112785026,2.700223989,0.141356144,-0.182104065,-0.478015041,0.246088229,0.548025742,-0.941698889,0.536034968,-0.040388397,0.150374836,1.29,0
27699,1.214087454,-0.457960761,-0.433451021,-0.364814878,1.437338585,3.873505061,-1.177356582,1.036599586,0.68178091,-0.124320602,-0.410354004,0.151503704,0.081754378,-0.163990284,0.830753254,0.654921721,-0.833110506,0.482466389,0.105221154,0.069193564,0.054928654,0.129037472,-0.109630882,1.060805544,0.504613581,0.480375466,0.012201938,0.021741973,26.25,0
